"10_0.5_0.05": -0.1375184612965529 ,
"12_0.5_0.05": -0.08734108516031681 ,
"14_0.5_0.05": -0.050639726211342447 ,
"16_0.5_0.05": -0.02436430254107165 ,
"18_0.5_0.05": -0.004095120567014228 ,
"20_0.5_0.05": 0.010962247446915076 ,
"22_0.5_0.05": 0.022842923472475376 ,
"24_0.5_0.05": 0.03181432655896195 ,
"10_0.6_0.05": -0.07005596372476486 ,
"12_0.6_0.05": -0.02960621457483975 ,
"14_0.6_0.05": -0.0004118169941822204 ,
"16_0.6_0.05": 0.01970076862056111 ,
"18_0.6_0.05": 0.034855467937403475 ,
"20_0.6_0.05": 0.04558802642549946 ,
"22_0.6_0.05": 0.0537787403078384 ,
"24_0.6_0.05": 0.05962464440732808 ,
"10_0.7_0.05": -0.01866251947630722 ,
"12_0.7_0.05": 0.014228600437170202 ,
"14_0.7_0.05": 0.03754931332014756 ,
"16_0.7_0.05": 0.05288503386852398 ,
"18_0.7_0.05": 0.06409866956045261 ,
"20_0.7_0.05": 0.07159147030807897 ,
"22_0.7_0.05": 0.07707425504238895 ,
"24_0.7_0.05": 0.08076412235211174 ,
"10_0.8_0.05": 0.02256032928850202 ,
"12_0.8_0.05": 0.04933757280751172 ,
"14_0.8_0.05": 0.06790446581777532 ,
"16_0.8_0.05": 0.07946102986573184 ,
"18_0.8_0.05": 0.08759607003450082 ,
"20_0.8_0.05": 0.0927234578663961 ,
"22_0.8_0.05": 0.09629022415093036 ,
"24_0.8_0.05": 0.09852239768621503 ,
"10_0.9_0.05": 0.05700874629350291 ,
"12_0.9_0.05": 0.07874911036717638 ,
"14_0.9_0.05": 0.09341559587383891 ,
"16_0.9_0.05": 0.10198523455230732 ,
"18_0.9_0.05": 0.10780120482103413 ,
"20_0.9_0.05": 0.11121074034336105 ,
"22_0.9_0.05": 0.11331365742476004 ,
"24_0.9_0.05": 0.11461921113642537 ,
"10_1.0_0.05": 0.08685177465555884 ,
"12_1.0_0.05": 0.10439350797798852 ,
"14_1.0_0.05": 0.11586274460945369 ,
"16_1.0_0.05": 0.12214139983985553 ,
"18_1.0_0.05": 0.12607599708684317 ,
"20_1.0_0.05": 0.12828304943343993 ,
"22_1.0_0.05": 0.12966959886713608 ,
"24_1.0_0.05": 0.13039664393252373 ,
"10_1.1_0.05": 0.11353284211179351 ,
"12_1.1_0.05": 0.12756719473807762 ,
"14_1.1_0.05": 0.1364892811308298 ,
"16_1.1_0.05": 0.14087955086707907 ,
"18_1.1_0.05": 0.14367215706521122 ,
"20_1.1_0.05": 0.1450070226517094 ,
"22_1.1_0.05": 0.14583170300140263 ,
"24_1.1_0.05": 0.1462302020759862 ,
"10_1.2_0.05": 0.1380217644428685 ,
"12_1.2_0.05": 0.14924571573554174 ,
"14_1.2_0.05": 0.15596505130823515 ,
"16_1.2_0.05": 0.1591083553508769 ,
"18_1.2_0.05": 0.16097001923057377 ,
"20_1.2_0.05": 0.16181025686832096 ,
"22_1.2_0.05": 0.16229171059473346 ,
"24_1.2_0.05": 0.16250598024332447 ,
"10_0.5_0.1": -0.046582155410590506 ,
"12_0.5_0.1": -0.017123884053500908 ,
"14_0.5_0.1": 0.004197787527495988 ,
"16_0.5_0.1": 0.018891675291502572 ,
"18_0.5_0.1": 0.030060945416409045 ,
"20_0.5_0.1": 0.038004068157339845 ,
"22_0.5_0.1": 0.044179122125313865 ,
"24_0.5_0.1": 0.048639944709481735 ,
"10_0.6_0.1": -0.0014146445854118894 ,
"12_0.6_0.1": 0.02156519595012093 ,
"14_0.6_0.1": 0.03795813605625929 ,
"16_0.6_0.1": 0.048640570037037374 ,
"18_0.6_0.1": 0.05658757795698849 ,
"20_0.6_0.1": 0.06190218613284937 ,
"22_0.6_0.1": 0.06591448698141766 ,
"24_0.6_0.1": 0.06863217128860744 ,
"10_0.7_0.1": 0.03369290578498094 ,
"12_0.7_0.1": 0.051678886702573236 ,
"14_0.7_0.1": 0.06430716850069824 ,
"16_0.7_0.1": 0.07202873311784438 ,
"18_0.7_0.1": 0.07763736564918079 ,
"20_0.7_0.1": 0.0811421081148308 ,
"22_0.7_0.1": 0.0837010687561362 ,
"24_0.7_0.1": 0.08531067396226628 ,
"10_0.8_0.1": 0.0625432757482369 ,
"12_0.8_0.1": 0.07659769970250115 ,
"14_0.8_0.1": 0.08630108584952162 ,
"16_0.8_0.1": 0.091827929391129 ,
"18_0.8_0.1": 0.09574433285827876 ,
"20_0.8_0.1": 0.09801047684567425 ,
"22_0.8_0.1": 0.09962352930226362 ,
"24_0.8_0.1": 0.10047713527159045 ,
"10_0.9_0.1": 0.08737629189375148 ,
"12_0.9_0.1": 0.09831284672524847 ,
"14_0.9_0.1": 0.10573480748866068 ,
"16_0.9_0.1": 0.10964797721704649 ,
"18_0.9_0.1": 0.11236270127958527 ,
"20_0.9_0.1": 0.11372515692676848 ,
"22_0.9_0.1": 0.11470829476861791 ,
"24_0.9_0.1": 0.11522598149418582 ,
"10_1.0_0.1": 0.10961442538080818 ,
"12_1.0_0.1": 0.11808544808282993 ,
"14_1.0_0.1": 0.12373434856440055 ,
"16_1.0_0.1": 0.12641551626708364 ,
"18_1.0_0.1": 0.12825159845922443 ,
"20_1.0_0.1": 0.12913916617872687 ,
"22_1.0_0.1": 0.12973142418685002 ,
"24_1.0_0.1": 0.13001636535651462 ,
"10_1.1_0.1": 0.13021590103081826 ,
"12_1.1_0.1": 0.13674947857308747 ,
"14_1.1_0.1": 0.1409567944010515 ,
"16_1.1_0.1": 0.1428446194790703 ,
"18_1.1_0.1": 0.14406342902901978 ,
"20_1.1_0.1": 0.1446069078720684 ,
"22_1.1_0.1": 0.1449597877720202 ,
"24_1.1_0.1": 0.14511455731223893 ,
"10_1.2_0.1": 0.14984403471819782 ,
"12_1.2_0.1": 0.15478320592849995 ,
"14_1.2_0.1": 0.15796385961876083 ,
"16_1.2_0.1": 0.15925237842317397 ,
"18_1.2_0.1": 0.16007367384738244 ,
"20_1.2_0.1": 0.16040297762519137 ,
"22_1.2_0.1": 0.16061168194159092 ,
"24_1.2_0.1": 0.16069499685589586 ,
"10_0.5_0.025": -0.24028008512086454 ,
"12_0.5_0.025": -0.169218647379594 ,
"14_0.5_0.025": -0.1169750103039577 ,
"16_0.5_0.025": -0.0786074363457901 ,
"18_0.5_0.025": -0.048688002106090374 ,
"20_0.5_0.025": -0.025672075417421024 ,
"22_0.5_0.025": -0.007268134477684947 ,
"24_0.5_0.025": 0.007159842876871528 ,
"10_0.6_0.025": -0.15089907483084242 ,
"12_0.6_0.025": -0.0923293083271406 ,
"14_0.6_0.025": -0.04969995609087591 ,
"16_0.6_0.025": -0.019181444433903596 ,
"18_0.6_0.025": 0.004169456320061574 ,
"20_0.6_0.025": 0.021491043466576456 ,
"22_0.6_0.025": 0.034976132906131024 ,
"24_0.6_0.025": 0.0450775765643537 ,
"10_0.7_0.025": -0.08310245357371689 ,
"12_0.7_0.025": -0.034204953173281774 ,
"14_0.7_0.025": 0.0008721343694873726 ,
"16_0.7_0.025": 0.025201273756479518 ,
"18_0.7_0.025": 0.0433190555889717 ,
"20_0.7_0.025": 0.056173093139186434 ,
"22_0.7_0.025": 0.06578260404968003 ,
"24_0.7_0.025": 0.07258115971771549 ,
"10_0.8_0.025": -0.029109564267421388 ,
"12_0.8_0.025": 0.011983284471324648 ,
"14_0.8_0.025": 0.0408373568692328 ,
"16_0.8_0.025": 0.06008346416613616 ,
"18_0.8_0.025": 0.07391917905016536 ,
"20_0.8_0.025": 0.08320534958131148 ,
"22_0.8_0.025": 0.08979176697374569 ,
"24_0.8_0.025": 0.09415018545003542 ,
"10_0.9_0.025": 0.015564185256836798 ,
"12_0.9_0.025": 0.05010320456451117 ,
"14_0.9_0.025": 0.07373964365678434 ,
"16_0.9_0.025": 0.08876275561538226 ,
"18_0.9_0.025": 0.09908606916954212 ,
"20_0.9_0.025": 0.10559069830944721 ,
"22_0.9_0.025": 0.10994855290143624 ,
"24_0.9_0.025": 0.11240598662500272 ,
"10_1.0_0.025": 0.05378299978266973 ,
"12_1.0_0.025": 0.0826864766390471 ,
"14_1.0_0.025": 0.10185611703041325 ,
"16_1.0_0.025": 0.11332650776060267 ,
"18_1.0_0.025": 0.12086328507433582 ,
"20_1.0_0.025": 0.12507974841017602 ,
"22_1.0_0.025": 0.12791330342613993 ,
"24_1.0_0.025": 0.12949088529178862 ,
"10_1.1_0.025": 0.08731813510312819 ,
"12_1.1_0.025": 0.11137447362148375 ,
"14_1.1_0.025": 0.1267029891913711 ,
